"","accession","Description","Protein.FDR.Confidence.Combined","Exp.q.value.Combined","Sum.PEP.Score","Coverage.in.Percent","Number.of.Peptides","Number.of.PSMs","Number.of.Unique.Peptides","B12_4_1_A","noB12_4_1_A","B12_12_3_A","noB12_12_3_A","pool2_A","B12_12_1_B","noB12_12_2_B","B12_4_2_B","noB12_4_2_B","B12_4_3_B","pool1_B","pool2_B"
"1480","OEU10258.1","hypothetical protein FRACYDRAFT_247873 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.381,4,2,3,2,3.11232678966113,4.21998151470214,2.21242930565113,3.04432368654366,4.86149110009862,5.08644442852216,3.00941624513402,2.82539298037767,1.26119969769832,6.45795601148223,5.9705251687819,3.74377441419733
"1482","OEU15122.1","hypothetical protein FRACYDRAFT_239802 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.355,4,2,3,2,5.98560388011152,7.25980574475892,6.72850413159099,10.8086123726154,6.62478848913523,5.57274586967804,6.15183017789664,4.70303006089592,6.99779951822863,5.53197918193293,7.01922982086364,6.23172908457836
"1483","OEU13577.1","mevalonate kinase [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.353,5,2,4,2,11.3600885752217,15.6869619953883,13.7986408324886,11.0912976092201,10.9386824481503,13.6070979330482,7.01062767619847,12.092389835092,10.3856487973134,11.1956998614566,10.93498794715,10.9524081093483
"1495","OEU19178.1","hypothetical protein FRACYDRAFT_237468 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.293,1,3,4,3,21.0690867023291,16.7858493569425,10.7306274029835,9.89118375158307,9.67300803127839,8.94133576433717,5.47911388323566,8.08353965768815,8.03674092783833,10.0780465306093,9.21719316130761,10.1430476370557
"1497","OEU16551.1","fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.28,5,1,4,1,9.29377872832762,7.64665039949347,12.4508577642296,13.024706272656,12.3788780068121,9.71627221631762,87.2409895969693,12.932570001541,12.8778831339921,8.98302618500338,13.2612243283871,11.497394757407
"1498","OEU20721.1","N-acetylglutamate synthase [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.275,3,1,2,1,0.882358046938102,5.00355767991359,3.15224907921505,0.783164163784193,3.33186938178451,3.99573919599331,2.973212452758,3.20190346338956,1.68580157289174,4.17010829779785,3.93992780405959,2.71965894661032
"1500","OEU19975.1","protein prenylyltransferase [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.265,3,2,3,2,10.4574793940433,14.2070235095034,10.0070466732706,4.64092957124742,7.28475193833149,9.23264087920896,6.77425696899262,9.29540927132568,8.08019116265055,13.6672554477369,7.60364338613539,6.96873884619616
"1501","OEU19234.1","cobW-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.26,5,2,4,2,23.215604337037,14.7311243430402,6.88602977949742,96.945765298611,59.9628761842454,25.5148196405462,117.536952202397,40.6814441640537,43.5468520927267,26.1972292725353,56.5797821238353,63.4407452304432
"1502","OEU08270.1","anthranilate phosphoribosyltransferase [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.256,5,2,5,2,30.5075840686737,30.2045709134753,26.520707026656,33.2156179564497,31.1334276656481,30.8500354154501,29.3233490288189,31.6648307880921,28.4041553255693,28.6327484777413,27.9915708129877,34.3408829207839
"1506","OEU20690.1","Ribosomal_L28-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.237,15,2,6,2,27.1390157108269,23.0886878477523,23.1999227929323,20.9418752158921,20.5119978209325,14.2880487974449,27.9795259058963,17.8251224459241,18.1470491133696,20.6492710650774,23.1930860505204,17.8179170098946
"1507","OEU22453.1","hypothetical protein FRACYDRAFT_232610 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.232,3,2,4,2,6.30857813350471,6.0610068167669,4.36665492629827,4.54949101760591,5.15948154632518,6.22899798931265,7.87263418063981,4.25555622998924,5.19889531045409,5.11939869092143,4.39710866045875,5.93558512974387
"1509","OEU16470.1","hypothetical protein FRACYDRAFT_239061 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.23,2,2,4,2,8.61846479688988,12.7154265864173,8.71756828182591,12.3499322180183,11.2803658831587,14.5115862493736,12.0647949103181,8.8646422531088,10.3321704616962,10.8396313665951,14.0549424285401,8.48326182023216
"1514","OEU18937.1","uroporphyrinogen III decarboxylase [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.209,3,1,2,1,6.32131749419414,6.99967363148363,2.44650093344954,3.08587442546011,5.85271749567876,5.47720141174068,1.72753067072896,11.0288766669704,6.80542445206166,8.97950863166846,7.07577996478463,4.620528330316
"1516","OEU16735.1","hypothetical protein FRACYDRAFT_269092 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.201,15,2,3,2,14.62718852916,15.692467390698,11.9113043144574,11.7099885543762,10.4448304253572,11.1777107329908,7.80197975660701,8.59010445998427,10.4630040741132,11.1615981232487,11.1846247039169,9.70581993770361
"1517","OEU15320.1","ThiJ/PfpI domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.2,8,2,5,2,1.62712633227705,2.11969089812889,2.90647742177088,5.08360610876134,4.49943504243868,2.50729495473743,11.9500268448125,3.43590841505659,2.62923727848551,1.78081666134801,4.81812440029232,4.18108332685642
"1524","OEU19949.1","glutaredoxin-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.162,8,1,2,1,7.30757511152169,7.48742668428184,9.45994640919089,8.5266237409942,7.6020940691257,8.50012682003885,11.703606137089,4.7543973293685,7.45152293705779,6.01041817452679,8.75766870625453,6.43978845665237
"1526","OEU15404.1","hypothetical protein FRACYDRAFT_275661 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.142,2,1,2,1,8.73669877737851,6.21677313487773,13.1143291975287,15.1180696521248,9.06335718138542,14.4086890015928,7.52420512005647,10.9745937535274,10.5860038042361,6.0228321608654,8.11732944619072,10.0288528884203
"1527","1783488225","photosystem II protein V (chloroplast) [Fragilariopsis cylindrus]","High",0.001,5.132,18,2,6,2,12.1330991695471,8.69332064209558,10.2946369892168,12.3844733698904,8.61248119339891,6.39838381707608,12.4855996265215,7.86754615099801,9.2394069046784,5.79309284302307,8.69604820431354,8.53578900906178
"1528","OEU17902.1","CMAS-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.115,2,2,4,2,17.6510316462071,14.2219461424126,14.7623225245269,14.0366556096555,15.4923677133374,15.0627048043315,12.4252628533784,15.3317586149725,15.0265925755437,15.1516832796783,14.4498465391365,16.5613684459935
"1529","OEU14436.1","C2-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.102,9,2,3,2,16.732073562058,16.8149951584622,24.7642625059248,46.6040694850409,28.3277220746527,21.1385554421349,56.6123270352113,20.0692876363984,24.6113575531584,16.4668908454066,28.6239448786354,28.0538588898673
"1534","OEU21513.1","hypothetical protein FRACYDRAFT_224349 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.085,8,2,4,2,6.09713947619527,4.94990377327396,5.68231388598367,5.64699614915438,6.65419569136974,6.59953202461309,5.94891845286628,7.02958170459924,5.33007480614054,6.16283974826582,7.56190261121736,5.74182493285362
"1536","OEU12673.1","mitochondrial glyco protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.079,5,2,3,2,3.37568414354258,3.58985557422814,3.69175318785488,4.70830301099947,5.44295059456682,5.98259247917416,5.19355840077738,12.6201749511355,4.22504788107679,6.11879208569678,5.00523695139584,5.89081260231865
"1540","OEU17951.1","hypothetical protein FRACYDRAFT_238382 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.058,3,2,3,2,1.95555553829699,5.84991211241025,4.85158157729689,4.88571285239528,3.57647403374783,3.46979302719297,11.8517976842589,5.17538151330697,5.31343292221337,2.76016710729977,3.38676903970441,3.77168895275277
"1541","OEU09628.1","Prefoldin alpha subunit [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.054,7,1,2,1,3.20304856935379,4.28858486874076,5.2446999040007,4.10650468808852,2.96560620765903,5.50363134982763,2.03515415141038,2.57945335897499,4.0939274726308,3.10561486057586,3.02171759668325,2.91153866179689
"1542","OEU22848.1","hypothetical protein FRACYDRAFT_274000 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.053,5,2,3,2,5.28660237497204,11.0683374321688,3.82227524613862,4.30126343163073,4.73931843838973,2.34431774822789,2.51398364341269,3.99427881654621,4.53846216618784,1.19884422465254,6.33661958068371,3.12744628036654
"1545","OEU16940.1","Sec63-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.044,1,2,3,2,12.4813552300433,10.1967722142182,16.1544260027753,19.9032296171619,16.7139231388084,13.5683414209083,24.7958224884212,16.974692918826,16.4532793158174,14.8626040855505,14.1938583940088,19.279064079543
"1547","OEU13981.1","hypothetical protein FRACYDRAFT_189259 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.022,5,2,3,2,5.0871275954195,4.62989570735851,5.4148285205672,5.01005790630809,4.81755290009737,4.58446316449317,6.55500755280918,3.91629278123987,4.86986272953704,2.84171695816509,4.27136920818226,5.37459728898617
"1549","OEU17174.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.007,5,2,6,2,10.8911387642894,6.48599323351433,15.1929995471658,13.1652159055958,8.57921377547903,9.9551894143839,7.70048964764934,4.1077336372428,7.26110064393957,5.92549070597583,7.70588780773514,9.47070551422604
"1550","OEU09393.1","hypothetical protein FRACYDRAFT_173508 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5.007,6,2,2,2,4.51929666197672,3.92492039915569,5.17478049623606,5.24546961743626,4.57767458638376,4.72236869489955,6.43065633839198,7.54678390995758,6.80484567524221,6.5165021532419,4.8563042414106,4.29992796908323
"1553","OEU19646.1","hypothetical protein FRACYDRAFT_235703 [Fragilariopsis cylindrus CCMP1102]","High",0.001,5,2,1,2,1,4.27334959343596,6.86989058323009,4.06028252381698,5.32626115209851,4.26523393830849,5.37177641910194,5.16463044137719,5.31505011259789,3.57961200004741,6.06242228610623,3.96633210575574,4.57156650492507
"1556","OEU08420.1","hypothetical protein FRACYDRAFT_264537 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.988,2,1,2,1,12.0633926039814,15.299482547816,10.3751582705188,6.57163756114451,11.8191872085118,14.6964806000801,9.27065451125813,18.6260502697195,12.1217852997986,16.622584494169,12.3407714739121,11.3022232912664
"1560","OEU11331.1","hypothetical protein FRACYDRAFT_245641 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.973,7,2,4,2,7.87635494181647,8.61897908079388,8.72293524914452,6.61805421157128,7.26006881557451,11.1448772404617,7.79443580256127,9.26922932922551,7.54930735049189,12.2245869452819,6.56239633462149,7.9726244212671
"1561","OEU17760.1","ABC1-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.955,2,2,3,2,20.232597669506,24.8294541978972,19.990905533487,20.7341939670189,17.4959688540137,22.2868500304571,21.2237799823407,21.3987523642887,18.0984902801541,20.241982181384,13.7009746361021,21.3518374208726
"1568","OEU09355.1","putative spondyloepiphyseal dysplasia [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.935,9,1,2,1,28.714131323172,37.9092641178985,28.1962748229723,28.5691127709026,30.1112316238908,32.3143552684021,28.3637065617479,29.7553368993283,37.7276369958408,35.5199539458719,30.1801650069404,30.0689754114221
"1569","OEU15132.1","hypothetical protein FRACYDRAFT_261532 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.933,13,2,7,2,17.0740906725253,12.8866834310492,15.2494179623767,11.90721482004,9.70250167636141,6.53813010446337,12.2698027043102,7.67967641286592,6.61125100156822,8.9856254402954,9.42296122632479,9.99420822981378
"1572","OEU17742.1","rieske iron-sulfur protein of cytochrome B6/F complex [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.924,8,2,3,2,6.6930260588189,5.56541013038771,7.31321240293313,11.6284128208204,9.22938272963313,0.73077560509069,15.9582530214349,4.2806912317067,4.29933629797402,1.49482486210274,9.77531335483551,8.68541980888232
"1574","OEU16378.1","hypothetical protein FRACYDRAFT_164567, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.914,17,2,4,2,16.659542342713,17.6167205977314,16.5324128378356,19.8068650186917,20.312189021139,16.8261176318904,18.0438784549091,21.0295992519907,20.860440695842,20.176280893286,19.7506844370016,20.8988827838833
"1575","OEU22910.1","SpoU_methylase-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.913,6,2,3,2,31.1198451044428,41.8918102101601,29.8323680317175,18.4142537547642,21.0014226235805,19.1032809687027,17.4714134867925,26.3372936210792,23.3582066680712,25.4641823068271,22.1108470168423,19.8980473903077
"1577","OEU22195.1","small GTP binding protein Rab1A [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.906,9,2,5,1,7.11403367615776,6.78116912869715,4.6491011928121,2.31010263245025,6.85442032930741,5.66425342243491,13.9771772535138,7.54236267559346,10.2371460340323,9.03241753132239,5.28349562299188,8.45018952460408
"1581","OEU18256.1","hypothetical protein FRACYDRAFT_268253 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.889,7,2,2,2,2.29684493441748,1.16880745264109,1.60264521327029,3.7587346298287,3.27847681120469,4.57704499733196,3.5059290146978,5.00314750764245,5.05432492929322,5.0824955832426,2.72838260593123,3.83807274274789
"1583","OEU19672.1","ClpS-like protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.872,11,2,2,2,5.64320594533965,6.23765359632859,8.85840716207141,6.07127503478147,7.52944868007382,7.69387254635458,6.25915408341765,8.01328921528687,5.4846938494287,4.07018851450299,9.03115335848793,6.01685151863551
"1592","OEU17837.1","hypothetical protein FRACYDRAFT_261011 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.841,3,2,3,1,14.9213544977125,21.9236241600816,23.6716984248108,15.2395670926087,23.887525745223,17.0875761708827,28.8176390262104,26.7613835711209,17.8529946573393,23.4514947941864,21.3295049744151,26.4976215649777
"1594","OEU13442.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.832,2,2,4,2,3.13783035140609,6.0656431818397,3.97773756404305,2.42571339152485,4.12354178857236,4.91718643280292,4.64744200439649,2.51726241129227,4.04516264148472,4.94389151314128,3.47762535147645,4.78086523433104
"1604","OEU17682.1","N-acetyl-gamma-glutamyl-phosphate reductase [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.803,6,2,3,2,11.1918515682666,13.9334574355197,10.0450419710356,6.94867827344153,7.69082699191071,3.03481700000936,13.0178262815125,3.05544929644017,2.72778459900312,3.10390759621966,7.71731304287178,7.67104960463146
"1606","OEU10218.1","FAS1 domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.794,7,1,3,1,3.51053956488156,2.28662600303054,3.91921933978031,7.01074782814099,9.75090858014596,5.9430805871696,17.2986874679373,4.76236545526869,2.61640123713324,4.15562759857934,10.5214879957189,8.98011514822471
"1607","OEU20557.1","hypothetical protein FRACYDRAFT_234188 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.793,5,1,2,1,35.1617983994713,29.843301129532,19.5086261026291,15.3680392476047,23.0188637839284,27.0775845311525,23.2067305930226,25.7983221158161,26.7574443843134,28.2996672990679,23.2901717166529,22.7653630491202
"1608","OEU15966.1","NAD(P)-binding protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.789,7,2,4,2,10.7152130599241,4.52190630836499,19.0054107153907,25.7188560021967,15.0909359433177,12.3287623920792,26.0267495260805,14.4271870638463,16.2450746592936,13.9297988873894,14.9555746251042,15.2416773871297
"1609","OEU08698.1","putative glutathione S-transferase [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.788,7,2,3,2,9.33391983927283,5.96503239637501,17.6165923304411,12.1142869256999,9.56598219644379,9.69968131168644,9.68077034516768,5.51129325616572,5.00658564913863,5.00936345858384,11.1783187790932,7.94330364351427
"1611","OEU14609.1","hypothetical protein FRACYDRAFT_209406 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.779,1,2,5,2,10.5414742357447,7.60197225098123,11.0961659858963,5.68067832635457,8.59812477540836,9.28832065886856,8.75513014550834,8.93452317675917,8.77402882264622,8.35012370786613,8.44530684405626,8.76060117418511
"1614","OEU15790.1","MA3-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.77,4,2,3,2,7.95561000257513,8.84726293212876,8.54959955078133,6.4871624436133,6.06835054780846,9.99103594456356,4.28564787591062,4.35888280047422,6.43584078290977,3.23585570884197,6.58258241596681,5.55357527533925
"1618","OEU16812.1","P-loop containing nucleoside triphosphate hydrolase protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.76,3,2,5,1,5.39666221132903,4.27933904882177,7.33467927828659,10.7253774392835,6.5173134992666,5.35138842486213,10.9991477810507,6.88437278181245,4.94359931163859,6.00533647129403,6.20271896262312,6.84158067320448
"1619","OEU18553.1","Sad1_UNC-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.76,3,2,3,2,18.8756760485451,22.0951205548097,22.2947179301076,27.0729915570561,18.4051186423783,22.154340974608,31.0558465873011,21.5760377468883,9.50096744025696,27.3977821923415,20.1932238316997,16.6126623868301
"1624","OEU18040.1","hypothetical protein FRACYDRAFT_261046 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.74,3,2,3,2,8.58144542871466,6.05541367352292,8.40951064012793,15.1276665154395,10.1523301856908,8.015940207493,14.8262661711547,12.7350012249459,11.6337091988655,8.57450579193392,8.55989366835779,11.7728768274106
"1626","OEU10560.1","Hsp33 domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.733,3,1,2,1,15.653905127495,18.2196750150276,13.293414310028,8.54145950185355,11.246306362276,11.7287154346065,10.0921744478748,12.8690929990104,9.78460372144061,10.5591166728686,11.2595586530821,11.2431656013304
"1627","OEU17803.1","fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.73,4,2,5,2,36.4081278129164,32.0030136323551,26.6050363040937,22.0004216821149,28.6017361876228,32.8422853305686,27.8539587817872,34.6999841581066,33.2236159070444,35.8889057474026,29.0701997417135,28.1538446008766
"1629","OEU09835.1","kinesin-related protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.705,6,2,3,1,0.929039557205555,3.35154161317594,3.70198395209396,1.64919556288099,2.99956629775316,2.31872409854254,2.8417573692714,2.73468596092673,1.96504516196655,3.99769188470167,3.34636567223037,2.65140254716439
"1630","OEU09641.1","major intrinsic protein family transmembrane channel [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.697,6,2,4,2,6.07085080151482,5.22773321879586,5.42207154894047,2.46586483997348,3.93774815291976,6.490587087429,6.34359369538751,4.21861254026473,3.39697449942396,3.02507165676461,4.15001107146762,3.72656920089608
"1635","OEU17975.1","hypothetical protein FRACYDRAFT_268837 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.681,5,1,3,1,3.73041385715727,2.42984338167659,7.77408859229039,7.41043214394375,3.94728896634684,0.633962578492415,1.35968902173814,0.638272592521418,18.3429249523055,14.3882018115962,4.1105557906655,3.78569450876872
"1637","OEU14730.1","L domain-like protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.674,6,2,3,2,10.0749378220915,12.4191925252545,16.1581479966996,25.5769655546656,13.2398576322159,7.71943980063674,16.3873002592846,11.4199650350033,10.5492975565945,10.0703832219785,13.1473380700353,13.3455603372938
"1638","OEU23729.1","4-Diphosphocytidyl-2-C-methyl-D-erythritol synthase [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.666,6,2,6,2,22.5005478227251,17.5093362460762,17.8729563534245,13.9620662955932,16.4694139647823,19.1172123007328,15.9652147262719,22.2279394136695,16.1186828328654,21.4557687836299,16.2550648384148,16.701336352667
"1641","OEU19535.1","hypothetical protein FRACYDRAFT_206523 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.65,13,2,4,2,7.23314540803075,6.80533180106766,7.59666273628334,8.56000243841642,10.5828369391841,6.38880857987685,18.2698331263284,10.4141078614676,12.168531122541,10.1125391958424,12.0264545853822,9.13180192108592
"1648","OEU21089.1","fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.604,7,2,5,2,43.7808949343228,46.7973507244084,38.2666059481395,34.541410525474,37.1863324847112,39.6013646578843,16.1478006140745,33.7228841296987,39.1117559388958,44.6259813270006,39.1890480624827,35.1938747042694
"1655","OEU21728.1","hypothetical protein FRACYDRAFT_178897 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.574,3,1,7,1,20.4564301686065,20.660469826123,19.9809955117835,15.5726321367231,18.7271837232639,23.3942895885734,23.4648415350988,22.9674324935365,19.2490451874886,19.8795500709459,20.0654077767012,17.3902253550003
"1657","OEU12635.1","CKS-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.566,15,2,4,2,36.2920663009458,61.4619463850573,39.8224330977102,20.937894549596,38.0819620489181,29.9523630038356,41.4791201148389,38.9427069100869,45.8114695375653,53.9134377918508,38.5634887686766,37.6295085626813
"1664","OEU22288.1","hypothetical protein FRACYDRAFT_178655 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.532,3,2,5,2,14.7034351601508,17.8425172305362,16.0103800692955,22.704274429915,16.9080513408601,16.4388717909302,25.3256035228837,22.4365961495517,18.1054980973231,20.4243873818169,16.0808397088471,17.760487707662
"1666","OEU17518.1","pyridoxal phosphate-dependent enzyme, beta subunit, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.526,3,1,2,1,23.4046096003929,17.5796270778601,23.539873246366,21.5220788822608,18.4809999476123,23.4089140508587,18.857933463456,18.6819989951609,18.9878896575695,16.2337361068463,17.8680353849558,19.118090581001
"1670","OEU13675.1","hypothetical protein FRACYDRAFT_262349 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.519,7,2,3,2,12.9530066519604,11.8119034959001,11.9158080261181,8.85256796475351,8.31500714549127,10.2672693791133,8.83823615120833,10.9699536671467,9.79354188592949,11.5011104320261,8.43654914112457,8.199619076208
"1673","OEU18444.1","hypothetical protein FRACYDRAFT_268307 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.513,5,1,2,1,9.48075743066154,6.96134729698085,3.84889478111978,6.42595369865805,3.40477974631242,2.32018754719958,1.63691254033255,3.44246945130106,4.00626727840864,4.62112259570804,4.76027866758086,2.03635216520301
"1675","OEU16448.1","hypothetical protein FRACYDRAFT_162281, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.51,6,1,2,1,2.02286633168805,1.07804844196729,4.18822848193134,2.36673950060368,3.40529275647306,3.47699585158142,3.53239327198817,2.67153671369212,3.94765670051925,2.99465522912797,3.51660147366687,3.29577627569841
"1688","OEU16576.1","hypothetical protein FRACYDRAFT_155174, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.447,19,2,6,2,5.66611451746503,37.5155911576231,25.1464299175613,4.71805459254681,34.0364539053512,36.2179142786556,20.3080378845682,41.9456806979005,35.3197530655482,39.9477410015767,35.8711768897586,32.2111003308712
"1690","OEU17559.1","Sec23_trunk-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.436,2,2,3,2,31.1276253823165,24.1880754163423,26.581734885318,30.7788803053107,40.4493065331727,41.9282616409051,43.067764574193,41.4585403474293,44.4728161185332,42.2803594330125,39.8666113288869,41.0758276133631
"1691","OEU15623.1","Peptidase_M16-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.434,2,2,3,2,9.51516709377406,13.8876670381745,8.81305277703487,1.91587294283619,9.1360957896024,11.1331908535347,10.0863425350202,16.1369223467156,10.3519097201966,13.2517034633512,10.3281437540463,7.93828592594355
"1692","OEU06965.1","hypothetical protein FRACYDRAFT_265321 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.431,2,2,5,2,11.2290317006404,7.19986161609776,7.44340462574284,6.46276533122115,6.49788892448358,5.59468921720911,10.7578945908823,10.9741019280066,9.53714143233706,7.20190036488534,7.20263520267622,5.79073738818131
"1693","OEU19267.1","hypothetical protein FRACYDRAFT_235317 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.425,4,2,4,2,2.35626783039815,1.2424403476844,2.90615679271238,2.68891503415042,2.35474007564936,1.30396559122191,2.9611859703741,3.24346393727303,1.65464951625438,2.35350291426057,2.86372071238973,1.84188749055433
"1699","OEU20373.1","hypothetical protein FRACYDRAFT_236448 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.41,1,1,2,1,16.0566355230908,15.4606196495875,8.28375615403911,6.63892698907607,9.23376103771657,6.58768810894635,3.6228002612207,13.3499811441378,10.3241641269443,11.6613403495672,9.45960782993799,9.0136729657359
"1700","OEU08814.1","hypothetical protein FRACYDRAFT_277518 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.409,7,2,4,2,6.43695837794815,13.1340063642672,6.4417110713236,5.50681582180732,4.02106037120166,3.88068773396047,4.4063425256637,4.02198455288091,2.76994477100399,4.55271708797492,3.63464761995888,4.41571628715958
"1702","OEU15465.1","hypothetical protein FRACYDRAFT_275679 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.401,3,2,4,2,5.75246038827554,8.56439807670764,6.97260216685149,5.032834432802,5.57965030119111,5.03119522339403,5.39531917462544,8.23127493238576,7.91383120583301,6.00335789073721,4.60388489360895,6.5720547548562
"1704","OEU15666.1","hypothetical protein FRACYDRAFT_159680, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.395,5,2,2,2,8.02770653702844,7.23400718569624,10.5121159556167,7.12523912372481,7.74928941336212,11.8334664704262,7.79203950077079,7.31556285837851,7.65065380612475,14.8631699784373,7.75087225959094,7.75476324740889
"1705","OEU13253.1","alpha/beta-hydrolase [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.393,3,1,2,1,12.2248573934429,14.1699978939706,16.3346324269716,12.815610385756,10.6947659508168,13.2728947607941,9.36414295761632,6.94531147685551,7.14234822162959,9.37751219632895,9.87628971471304,11.5326905952515
"1709","1773362802","ribosomal protein S4 (chloroplast) [Fragilariopsis cylindrus]","High",0.001,4.391,8,2,4,2,6.60154129840825,7.37139725220376,4.42203618860846,4.2899193759515,4.80241793177709,4.29680794243023,3.81333674412936,4.40060647337557,4.66115509068958,6.74348243814968,4.96229200998732,4.64503712755105
"1711","OEU17342.1","hypothetical protein FRACYDRAFT_207628 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.376,7,2,5,2,15.7748939860644,14.8004596088852,16.7170756236232,11.9701899047613,13.9244138084693,17.6352208446041,14.2685863845315,14.4592548686213,11.864570175501,14.9045817531976,13.9149038920039,13.9467497799618
"1712","OEU12289.1","ankyrin, partial [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.373,14,1,2,1,6.86206744692055,5.78428932296624,6.8497598641646,11.4647343286222,7.22541435922699,7.11520702742678,10.2976111867775,6.46469412881205,8.05919553015259,7.27719171898582,6.66969941921108,7.79430123624223
"1713","OEU18598.1","hypothetical protein FRACYDRAFT_236877 [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.367,4,1,2,1,11.5056823378659,6.93354308867284,15.8685259457817,17.9234953097168,12.5610831785719,14.9639348521136,19.0632624499439,10.9877425514149,11.0229599784174,10.0112820267887,15.1961584307309,9.90630024053627
"1716","OEU15502.1","HisG-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0.001,4.356,5,2,3,2,43.3948315203713,39.3388179972804,49.3456545830914,51.9673920948694,45.6316780128785,56.0922039982219,65.5056023906018,47.6033576926465,58.072347644965,45.6550687520147,47.4046567024669,43.8793861482999
